YEAR,MONTH,DAY,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY
2015,4,22,PHX,MIA,-13.0,1972,-41.0
2015,4,22,DFW,MIA,-1.0,1121,-11.0
2015,4,22,IAH,DFW,-10.0,224,-27.0
2015,4,22,MDW,BWI,-6.0,611,-15.0
2015,4,22,MHT,BWI,-4.0,377,-18.0
2015,4,22,MIA,DFW,-6.0,1121,-7.0
2015,4,23,SEA,DFW,-3.0,1660,-22.0
2015,4,23,PHX,MIA,-6.0,1972,-28.0
2015,4,23,DFW,MIA,2.0,1121,-12.0
2015,4,23,IAH,DFW,-6.0,224,-17.0
2015,4,23,MDW,LAX,-1.0,1750,-8.0
2015,4,23,MHT,BWI,-3.0,377,-11.0
2015,4,23,MIA,DFW,-5.0,1121,-8.0
2015,4,24,SEA,DFW,19.0,1660,41.0
2015,4,24,PHX,MIA,-6.0,1972,-24.0
2015,4,24,DFW,MIA,9.0,1121,6.0
2015,4,24,IAH,DFW,-6.0,224,-8.0
2015,4,24,MDW,BWI,-1.0,611,-13.0
2015,4,24,MHT,BWI,-4.0,377,-22.0
2015,4,24,MIA,DFW,5.0,1121,7.0
2015,4,25,SEA,DFW,3.0,1660,-15.0
2015,4,25,PHX,MIA,34.0,1972,22.0
2015,4,25,DFW,MIA,0.0,1121,-2.0
2015,4,25,IAH,DFW,-2.0,224,-21.0
2015,4,25,MHT,BWI,-4.0,377,-13.0
2015,4,25,MIA,DFW,-5.0,1121,-7.0
2015,4,26,SEA,DFW,-5.0,1660,-19.0
2015,4,26,PHX,MIA,-6.0,1972,-18.0
2015,4,26,SLC,JFK,-3.0,1990,12.0
2015,4,26,DFW,MIA,-5.0,1121,-15.0
2015,4,26,IAH,DFW,-3.0,224,-18.0
2015,4,26,MIA,DFW,-2.0,1121,-7.0
2015,4,26,MHT,MDW,-4.0,838,-9.0
2015,4,27,SEA,DFW,0.0,1660,-13.0
2015,4,27,PHX,MIA,-2.0,1972,22.0
2015,4,27,DFW,MIA,-3.0,1121,2.0
2015,4,27,IAH,DFW,,224,
2015,4,27,MDW,BWI,0.0,611,-17.0
2015,4,27,MHT,BWI,-6.0,377,-33.0
2015,4,27,MIA,DFW,-4.0,1121,12.0
2015,4,28,SEA,DFW,-1.0,1660,-21.0
2015,4,28,PHX,MIA,-5.0,1972,-8.0
2015,4,28,DFW,MIA,-5.0,1121,-4.0
2015,4,28,IAH,DFW,-1.0,224,-8.0
2015,4,28,MDW,BWI,-4.0,611,5.0
2015,4,28,MHT,BWI,-6.0,377,-29.0
2015,4,28,MIA,DFW,-4.0,1121,-7.0
2015,4,29,SEA,DFW,-2.0,1660,-15.0
2015,4,29,PHX,MIA,-9.0,1972,-17.0
2015,4,29,DFW,MIA,-2.0,1121,-17.0
2015,4,29,IAH,DFW,-10.0,224,-25.0
2015,4,29,MHT,BWI,-5.0,377,-2.0
2015,4,29,MIA,DFW,20.0,1121,22.0
2015,4,30,SEA,DFW,-7.0,1660,-15.0
2015,4,30,PHX,MIA,0.0,1972,-2.0
2015,4,30,DFW,MIA,-6.0,1121,-9.0
2015,4,30,IAH,DFW,-3.0,224,-18.0
2015,4,30,MDW,BWI,-4.0,611,-13.0
2015,4,30,MHT,BWI,-5.0,377,-14.0
2015,4,30,MIA,DFW,-5.0,1121,-18.0
2015,5,1,SEA,DFW,-11.0,1660,-28.0
2015,5,1,PHX,MIA,-6.0,1972,-7.0
2015,5,1,DFW,MIA,-7.0,1121,-14.0
2015,5,1,IAH,DFW,-7.0,224,-24.0
2015,5,1,MDW,BWI,-4.0,611,-12.0
2015,5,1,MHT,BWI,-6.0,377,0.0
2015,5,1,MIA,DFW,-2.0,1121,-13.0
2015,5,2,SEA,DFW,1.0,1660,-17.0
2015,5,2,PHX,MIA,-2.0,1972,-4.0
2015,5,2,DFW,MIA,0.0,1121,8.0
2015,5,2,IAH,DFW,-7.0,224,-23.0
2015,5,2,MIA,DFW,13.0,1121,-7.0
2015,5,2,MHT,BWI,-4.0,377,-14.0
2015,5,3,SEA,DFW,-3.0,1660,-22.0
2015,5,3,SLC,JFK,256.0,1990,237.0
2015,5,3,PHX,MIA,-2.0,1972,-8.0
2015,5,3,DFW,MIA,14.0,1121,15.0
2015,5,3,IAH,DFW,27.0,224,9.0
2015,5,3,MIA,DFW,0.0,1121,-13.0
2015,5,3,MHT,MDW,-5.0,838,-18.0
2015,5,4,SEA,DFW,17.0,1660,4.0
2015,5,4,PHX,MIA,-6.0,1972,-4.0
2015,5,4,DFW,MIA,35.0,1121,34.0
2015,5,4,IAH,DFW,-7.0,224,-23.0
2015,5,4,MDW,BWI,-4.0,611,-15.0
2015,5,4,MHT,BWI,-4.0,377,-28.0
2015,5,4,MIA,DFW,6.0,1121,-21.0
2015,5,5,SEA,DFW,-6.0,1660,-14.0
2015,5,5,PHX,MIA,-5.0,1972,-11.0
2015,5,5,DFW,MIA,-6.0,1121,-11.0
2015,5,5,IAH,DFW,-8.0,224,-27.0
2015,5,5,MDW,BWI,-4.0,611,-1.0
2015,5,5,MHT,BWI,-3.0,377,-18.0
2015,5,5,MIA,DFW,-3.0,1121,-16.0
2015,5,6,SEA,DFW,2.0,1660,0.0
2015,5,6,PHX,MIA,-3.0,1972,-17.0
2015,5,6,DFW,MIA,36.0,1121,29.0
2015,5,6,IAH,DFW,-11.0,224,-26.0
2015,5,6,MDW,BWI,,611,
2015,5,6,MHT,BWI,-5.0,377,-9.0
2015,5,6,MIA,DFW,-4.0,1121,-7.0
2015,5,7,SEA,DFW,1.0,1660,0.0
2015,5,7,PHX,MIA,-8.0,1972,-23.0
2015,5,7,DFW,MIA,-1.0,1121,-4.0
2015,5,7,IAH,DFW,-1.0,224,-17.0
2015,5,7,MDW,BWI,-6.0,611,-18.0
2015,5,7,MHT,BWI,-4.0,377,-30.0
2015,5,7,MIA,DFW,-7.0,1121,-5.0
2015,5,8,LAS,IAH,25.0,1222,21.0
2015,5,8,SEA,DFW,-4.0,1660,-7.0
2015,5,8,PHX,MIA,-8.0,1972,-8.0
2015,5,8,DFW,MIA,-1.0,1121,3.0
2015,5,8,IAH,DFW,-5.0,224,-13.0
2015,5,8,MDW,BWI,-1.0,611,7.0
2015,5,8,MHT,BWI,-5.0,377,-25.0
2015,5,8,MIA,DFW,-4.0,1121,-16.0
2015,5,9,LAS,IAH,115.0,1222,130.0
2015,5,9,SEA,DFW,-10.0,1660,-6.0
2015,5,9,PHX,MIA,-6.0,1972,-15.0
2015,5,9,DFW,MIA,8.0,1121,3.0
2015,5,9,IAH,DFW,-3.0,224,-9.0
2015,5,9,MIA,DFW,-4.0,1121,-9.0
2015,5,9,MHT,BWI,-5.0,377,-16.0
2015,5,10,LAS,IAH,-4.0,1222,-2.0
2015,5,10,SEA,DFW,44.0,1660,
2015,5,10,PHX,MIA,-8.0,1972,-25.0
2015,5,10,DFW,MIA,9.0,1121,11.0
2015,5,10,IAH,DFW,0.0,224,-17.0
2015,5,10,MIA,DFW,0.0,1121,
2015,5,10,MHT,MDW,-5.0,838,-5.0
2015,5,11,LAS,IAH,53.0,1222,50.0
2015,5,11,SEA,DFW,36.0,1660,9.0
2015,5,11,PHX,MIA,28.0,1972,14.0
2015,5,11,DFW,MIA,,1121,
2015,5,11,IAH,DFW,-2.0,224,-3.0
2015,5,11,MDW,BWI,4.0,611,-5.0
2015,5,11,MHT,BWI,-6.0,377,-29.0
2015,5,11,MIA,DFW,-4.0,1121,8.0
2015,5,12,LAS,IAH,43.0,1222,64.0
2015,5,12,SEA,DFW,-2.0,1660,-9.0
2015,5,12,PHX,MIA,-13.0,1972,-15.0
2015,5,12,DFW,MIA,-10.0,1121,1.0
2015,5,12,IAH,DFW,-6.0,224,-22.0
2015,5,12,MDW,BWI,-5.0,611,-12.0
2015,5,12,MHT,BWI,86.0,377,70.0
2015,5,12,MIA,DFW,-3.0,1121,-28.0
2015,5,13,LAS,IAH,9.0,1222,19.0
2015,5,13,SEA,DFW,16.0,1660,35.0
2015,5,13,PHX,MIA,-5.0,1972,6.0
2015,5,13,DFW,MIA,16.0,1121,22.0
2015,5,13,IAH,DFW,-4.0,224,-18.0
2015,5,13,MDW,BWI,7.0,611,-10.0
2015,5,13,MHT,BWI,-7.0,377,-18.0
2015,5,13,MIA,DFW,35.0,1121,16.0
2015,5,14,LAS,IAH,-3.0,1222,-4.0
2015,5,14,SEA,DFW,0.0,1660,0.0
2015,5,14,PHX,MIA,-3.0,1972,-3.0
2015,5,14,DFW,MIA,-5.0,1121,8.0
2015,5,14,IAH,DFW,-6.0,224,-17.0
2015,5,14,MDW,BWI,-5.0,611,-4.0
2015,5,14,MHT,BWI,-5.0,377,-7.0
2015,5,14,MIA,DFW,16.0,1121,4.0
2015,5,15,LAS,IAH,-6.0,1222,-2.0
2015,5,15,SEA,DFW,-3.0,1660,9.0
2015,5,15,PHX,MIA,-5.0,1972,-8.0
2015,5,15,DFW,MIA,-7.0,1121,-15.0
2015,5,15,IAH,DFW,-5.0,224,-16.0
2015,5,15,MDW,BWI,-8.0,611,-16.0
2015,5,15,MHT,BWI,-3.0,377,-28.0
2015,5,15,MIA,DFW,0.0,1121,-14.0
2015,5,16,LAS,IAH,75.0,1222,74.0
2015,5,16,SEA,DFW,15.0,1660,21.0
2015,5,16,PHX,MIA,-5.0,1972,8.0
2015,5,16,DFW,MIA,-3.0,1121,2.0
2015,5,16,IAH,DFW,-7.0,224,-9.0
2015,5,16,MIA,DFW,-7.0,1121,-38.0
2015,5,16,MHT,BWI,-3.0,377,-31.0
2015,5,17,LAS,IAH,-1.0,1222,-2.0
2015,5,17,SEA,DFW,1.0,1660,-14.0
2015,5,17,PHX,MIA,-1.0,1972,1.0
2015,5,17,DFW,MIA,65.0,1121,137.0
2015,5,17,IAH,DFW,-4.0,224,18.0
2015,5,17,MIA,DFW,-2.0,1121,
2015,5,17,MHT,MDW,-5.0,838,-21.0
2015,5,18,LAS,IAH,83.0,1222,91.0
2015,5,18,SEA,DFW,0.0,1660,-2.0
2015,5,18,PHX,MIA,0.0,1972,4.0
2015,5,18,DFW,MIA,-3.0,1121,16.0
2015,5,18,IAH,DFW,-7.0,224,-21.0
2015,5,18,MDW,BWI,-3.0,611,-5.0
2015,5,18,MHT,BWI,-4.0,377,-36.0
2015,5,18,MIA,DFW,-6.0,1121,-36.0
2015,5,19,LAS,IAH,6.0,1222,7.0
2015,5,19,SEA,DFW,8.0,1660,24.0
2015,5,19,PHX,MIA,-4.0,1972,13.0
2015,5,19,DFW,MIA,-5.0,1121,-6.0
2015,5,19,IAH,DFW,-3.0,224,-16.0
2015,5,19,MDW,BWI,3.0,611,4.0
2015,5,19,MHT,BWI,,377,
2015,5,19,MIA,DFW,-6.0,1121,-28.0
2015,5,20,LAS,IAH,4.0,1222,-2.0
2015,5,20,SEA,DFW,-2.0,1660,-9.0
2015,5,20,PHX,MIA,-4.0,1972,-6.0
2015,5,20,DFW,MIA,-6.0,1121,-11.0
2015,5,20,IAH,DFW,5.0,224,2.0
2015,5,20,MDW,BWI,7.0,611,-12.0
2015,5,20,MHT,BWI,-5.0,377,-26.0
2015,5,20,MIA,DFW,8.0,1121,-1.0
2015,5,21,LAS,IAH,65.0,1222,65.0
2015,5,21,SEA,DFW,-1.0,1660,
2015,5,21,PHX,MIA,-10.0,1972,-8.0
2015,5,21,DFW,MIA,108.0,1121,125.0
2015,5,21,IAH,DFW,-6.0,224,34.0
2015,5,21,MDW,BWI,0.0,611,-19.0
2015,5,21,MHT,BWI,-5.0,377,-22.0
2015,5,21,MIA,DFW,-4.0,1121,-10.0
2015,5,22,LAS,IAH,30.0,1222,27.0
2015,5,22,SEA,DFW,0.0,1660,-8.0
2015,5,22,PHX,MIA,-6.0,1972,-2.0
2015,5,22,IAH,DFW,-6.0,224,-19.0
2015,5,22,MDW,BWI,-3.0,611,4.0
2015,5,22,MHT,BWI,-4.0,377,-18.0
2015,5,22,MIA,DFW,-5.0,1121,-20.0
2015,5,23,LAS,IAH,-6.0,1222,2.0
2015,5,23,SEA,DFW,-4.0,1660,1.0
2015,5,23,PHX,MIA,13.0,1972,11.0
2015,5,23,DFW,MIA,-7.0,1121,-18.0
2015,5,23,IAH,DFW,-4.0,224,-20.0
2015,5,23,MIA,DFW,-4.0,1121,-20.0
2015,5,23,MHT,BWI,103.0,377,94.0
2015,5,24,LAS,IAH,69.0,1222,79.0
2015,5,24,SEA,DFW,-1.0,1660,-1.0
2015,5,24,PHX,MIA,-4.0,1972,5.0
2015,5,24,DFW,MIA,70.0,1121,60.0
2015,5,24,IAH,DFW,-5.0,224,-24.0
2015,5,24,MIA,DFW,-3.0,1121,-14.0
2015,5,24,MHT,MDW,-5.0,838,-23.0
2015,5,25,LAS,IAH,42.0,1222,36.0
2015,5,25,SEA,DFW,-8.0,1660,-21.0
2015,5,25,PHX,MIA,-9.0,1972,3.0
2015,5,25,DFW,MIA,-5.0,1121,-4.0
2015,5,25,IAH,DFW,-6.0,224,-7.0
2015,5,25,MIA,DFW,-6.0,1121,-31.0
2015,5,25,MHT,MDW,-3.0,838,-14.0
2015,5,26,LAS,IAH,141.0,1222,203.0
2015,5,26,SEA,DFW,-8.0,1660,-27.0
2015,5,26,PHX,MIA,8.0,1972,25.0
2015,5,26,DFW,MIA,23.0,1121,30.0
2015,5,26,IAH,DFW,,224,
2015,5,26,MDW,BWI,-2.0,611,-20.0
2015,5,26,MHT,BWI,1.0,377,-7.0
2015,5,26,MIA,DFW,10.0,1121,0.0
2015,5,27,LAS,IAH,-6.0,1222,-6.0
2015,5,27,SEA,DFW,-2.0,1660,-16.0
2015,5,27,PHX,MIA,1.0,1972,9.0
2015,5,27,DFW,MIA,-2.0,1121,9.0
2015,5,27,IAH,DFW,-1.0,224,10.0
2015,5,27,MDW,BWI,-3.0,611,-10.0
2015,5,27,MHT,BWI,-5.0,377,-27.0
2015,5,27,MIA,DFW,-3.0,1121,-21.0
2015,5,28,LAS,IAH,76.0,1222,75.0
2015,5,28,SEA,DFW,-5.0,1660,-9.0
2015,5,28,PHX,MIA,-4.0,1972,-11.0
2015,5,28,DFW,MIA,-2.0,1121,5.0
2015,5,28,IAH,DFW,-4.0,224,-27.0
2015,5,28,MDW,BWI,-4.0,611,-14.0
2015,5,28,MHT,BWI,-6.0,377,-25.0
2015,5,28,MIA,DFW,-1.0,1121,-23.0
2015,5,29,LAS,IAH,5.0,1222,8.0
2015,5,29,SEA,DFW,-7.0,1660,-21.0
2015,5,29,PHX,MIA,-5.0,1972,14.0
2015,5,29,DFW,MIA,215.0,1121,220.0
2015,5,29,IAH,DFW,-3.0,224,-9.0
2015,5,29,MDW,BWI,-5.0,611,-17.0
2015,5,29,MHT,BWI,-6.0,377,-27.0
2015,5,29,MIA,DFW,-3.0,1121,-28.0
2015,5,30,LAS,IAH,-1.0,1222,0.0
2015,5,30,SEA,DFW,-11.0,1660,32.0
2015,5,30,PHX,MIA,-6.0,1972,-10.0
2015,5,30,DFW,MIA,9.0,1121,0.0
2015,5,30,IAH,DFW,104.0,224,127.0
2015,5,30,MIA,DFW,-6.0,1121,-14.0
2015,5,30,MHT,BWI,-6.0,377,-34.0
2015,5,31,LAS,IAH,125.0,1222,119.0
2015,5,31,SEA,DFW,8.0,1660,-18.0
2015,5,31,PHX,MIA,-7.0,1972,-6.0
2015,5,31,DFW,MIA,-9.0,1121,-10.0
2015,5,31,IAH,DFW,-2.0,224,-11.0
2015,5,31,MIA,DFW,-3.0,1121,-19.0
2015,5,31,MHT,MDW,-6.0,838,-11.0
2015,6,1,LAS,IAH,92.0,1222,97.0
2015,6,1,SEA,DFW,8.0,1660,5.0
2015,6,1,PHX,MIA,-6.0,1972,0.0
2015,6,1,DFW,MIA,-7.0,1121,-14.0
2015,6,1,IAH,DFW,-4.0,224,-25.0
2015,6,1,MDW,BWI,8.0,611,6.0
2015,6,1,MHT,BWI,-6.0,377,-31.0
2015,6,1,MIA,DFW,-5.0,1121,-30.0
2015,6,2,LAS,IAH,0.0,1222,4.0
2015,6,2,SEA,DFW,14.0,1660,-4.0
2015,6,2,PHX,MIA,-12.0,1972,-11.0
2015,6,2,DFW,MIA,-1.0,1121,20.0
2015,6,2,IAH,DFW,-10.0,224,-20.0
2015,6,2,MDW,BWI,4.0,611,-1.0
2015,6,2,MHT,BWI,-4.0,377,-23.0
2015,6,2,MIA,DFW,-6.0,1121,-16.0
2015,6,3,LAS,IAH,64.0,1222,65.0
2015,6,3,SEA,DFW,-4.0,1660,-25.0
2015,6,3,PHX,MIA,1.0,1972,1.0
2015,6,3,DFW,MIA,-4.0,1121,-5.0
2015,6,3,IAH,DFW,-9.0,224,-6.0
2015,6,3,MDW,BWI,-4.0,611,-10.0
2015,6,3,MHT,BWI,-2.0,377,-18.0
2015,6,3,MIA,DFW,39.0,1121,11.0
2015,6,4,LAX,MIA,2.0,2342,-24.0
2015,6,4,LAS,IAH,94.0,1222,91.0
2015,6,4,SEA,DFW,-5.0,1660,-19.0
2015,6,4,IAH,MIA,1.0,964,-13.0
2015,6,4,DFW,MIA,0.0,1121,-9.0
2015,6,4,MDW,BWI,-2.0,611,6.0
2015,6,4,MHT,BWI,-6.0,377,-7.0
2015,6,4,MIA,DFW,6.0,1121,0.0
2015,6,5,LAX,MIA,5.0,2342,-12.0
2015,6,5,LAS,IAH,84.0,1222,83.0
2015,6,5,SEA,DFW,-6.0,1660,-9.0
2015,6,5,IAH,MIA,39.0,964,47.0
2015,6,5,DFW,MIA,-1.0,1121,-9.0
2015,6,5,MDW,BWI,-3.0,611,-10.0
2015,6,5,MHT,BWI,33.0,377,10.0
2015,6,5,MIA,DFW,29.0,1121,16.0
2015,6,6,LAX,MIA,-5.0,2342,-7.0
2015,6,6,LAS,IAH,69.0,1222,67.0
2015,6,6,SEA,DFW,-4.0,1660,-7.0
2015,6,6,IAH,MIA,-3.0,964,-8.0
2015,6,6,DFW,MIA,4.0,1121,-8.0
2015,6,6,MHT,BWI,-7.0,377,-33.0
2015,6,6,MIA,DFW,127.0,1121,116.0
2015,6,7,LAX,MIA,-8.0,2342,-18.0
2015,6,7,LAS,IAH,18.0,1222,10.0
2015,6,7,SEA,DFW,17.0,1660,-1.0
2015,6,7,IAH,MIA,-2.0,964,-10.0
2015,6,7,DFW,MIA,-6.0,1121,-18.0
2015,6,7,MDW,LAS,-6.0,1521,3.0
2015,6,7,MHT,MDW,-7.0,838,-31.0
2015,6,8,LAX,MIA,-1.0,2342,-19.0
2015,6,8,LAS,IAH,170.0,1222,166.0
2015,6,8,SEA,DFW,3.0,1660,-11.0
2015,6,8,IAH,MIA,-5.0,964,-9.0
2015,6,8,DFW,MIA,-5.0,1121,-19.0
2015,6,8,MDW,PHX,-6.0,1444,0.0
2015,6,8,ATL,BWI,-2.0,577,2.0
2015,6,8,MHT,MDW,-6.0,838,-14.0
2015,6,8,MIA,DFW,1.0,1121,-8.0
2015,6,9,LAX,MIA,0.0,2342,-21.0
2015,6,9,LAS,IAH,85.0,1222,89.0
2015,6,9,SEA,DFW,-9.0,1660,-40.0
2015,6,9,IAH,MIA,-6.0,964,-14.0
2015,6,9,DFW,MIA,-3.0,1121,-10.0
2015,6,9,MDW,PHX,0.0,1444,-11.0
2015,6,9,ATL,BWI,-1.0,577,-2.0
2015,6,9,MHT,MDW,-6.0,838,-13.0
2015,6,9,MIA,DFW,1.0,1121,2.0
2015,6,10,LAX,MIA,-7.0,2342,-17.0
2015,6,10,LAS,IAH,47.0,1222,50.0
2015,6,10,SEA,DFW,-4.0,1660,-20.0
2015,6,10,IAH,MIA,-5.0,964,40.0
2015,6,10,DFW,MIA,-5.0,1121,-7.0
2015,6,10,MDW,PHX,1.0,1444,5.0
2015,6,10,ATL,BWI,-2.0,577,-8.0
2015,6,10,MHT,MDW,-4.0,838,-7.0
2015,6,10,MIA,DFW,8.0,1121,-3.0
2015,6,11,LAX,MIA,36.0,2342,19.0
2015,6,11,LAS,IAH,-1.0,1222,3.0
2015,6,11,SEA,DFW,-3.0,1660,-13.0
2015,6,11,IAH,MIA,-6.0,964,17.0
2015,6,11,DFW,MIA,-3.0,1121,2.0
2015,6,11,MDW,PHX,-4.0,1444,1.0
2015,6,11,ATL,BWI,-2.0,577,3.0
2015,6,11,MHT,MDW,-2.0,838,-17.0
2015,6,11,MIA,DFW,-4.0,1121,-15.0
2015,6,12,LAX,MIA,12.0,2342,-3.0
2015,6,12,LAS,IAH,15.0,1222,17.0
2015,6,12,IAH,MIA,4.0,964,-2.0
2015,6,12,DFW,MIA,9.0,1121,-5.0
2015,6,12,MDW,PHX,,1444,
2015,6,12,ATL,BWI,-2.0,577,17.0
2015,6,12,MHT,MDW,-4.0,838,-10.0
2015,6,12,MIA,DFW,-5.0,1121,-7.0
2015,6,13,LAX,MIA,-1.0,2342,12.0
2015,6,13,LAS,IAH,53.0,1222,59.0
2015,6,13,SEA,DFW,23.0,1660,12.0
2015,6,13,IAH,MIA,0.0,964,9.0
2015,6,13,DFW,MIA,-5.0,1121,-15.0
2015,6,13,MIA,DFW,-1.0,1121,5.0
2015,6,14,LAX,MIA,24.0,2342,23.0
2015,6,14,LAS,IAH,39.0,1222,58.0
2015,6,14,SEA,DFW,-3.0,1660,34.0
2015,6,14,IAH,MIA,-4.0,964,-5.0
2015,6,14,DFW,MIA,-3.0,1121,-12.0
2015,6,14,MDW,LAS,6.0,1521,5.0
2015,6,14,MHT,MDW,-2.0,838,-19.0
2015,6,15,LAX,MIA,4.0,2342,-5.0
2015,6,15,LAS,IAH,89.0,1222,94.0
2015,6,15,IAH,MIA,-3.0,964,-8.0
2015,6,15,DFW,MIA,10.0,1121,-2.0
2015,6,15,MDW,PHX,-1.0,1444,-9.0
2015,6,15,ATL,BWI,-1.0,577,-3.0
2015,6,15,MHT,MDW,-7.0,838,-21.0
2015,6,15,MIA,DFW,-1.0,1121,-14.0
2015,6,16,LAX,MIA,-8.0,2342,-6.0
2015,6,16,LAS,IAH,,1222,
2015,6,16,SEA,DFW,-7.0,1660,-21.0
2015,6,16,IAH,MIA,-9.0,964,6.0
2015,6,16,DFW,MIA,-3.0,1121,-13.0
2015,6,16,MDW,PHX,9.0,1444,6.0
2015,6,16,MHT,MDW,41.0,838,25.0
2015,6,16,ATL,BWI,2.0,577,-7.0
2015,6,16,MIA,DFW,-3.0,1121,-11.0
2015,6,17,LAX,MIA,-5.0,2342,15.0
2015,6,17,LAS,IAH,140.0,1222,140.0
2015,6,17,SEA,DFW,16.0,1660,13.0
2015,6,17,IAH,MIA,6.0,964,2.0
2015,6,17,DFW,MIA,26.0,1121,18.0
2015,6,17,MDW,PHX,9.0,1444,8.0
2015,6,17,ATL,BWI,0.0,577,4.0
2015,6,17,MHT,MDW,-6.0,838,-5.0
2015,6,17,MIA,DFW,-2.0,1121,-18.0
2015,6,18,LAS,IAH,16.0,1222,7.0
2015,6,18,LAX,MIA,-6.0,2342,-14.0
2015,6,18,SEA,DFW,11.0,1660,-3.0
2015,6,18,IAH,MIA,-6.0,964,-12.0
2015,6,18,DFW,MIA,,1121,
2015,6,18,MDW,PHX,6.0,1444,-1.0
2015,6,18,ATL,BWI,-3.0,577,3.0
2015,6,18,MHT,MDW,-6.0,838,-3.0
2015,6,18,MIA,DFW,1.0,1121,-19.0
2015,6,19,LAS,IAH,160.0,1222,146.0
2015,6,19,LAX,MIA,-5.0,2342,-3.0
2015,6,19,SEA,DFW,5.0,1660,-11.0
2015,6,19,IAH,MIA,21.0,964,11.0
2015,6,19,DFW,MIA,2.0,1121,4.0
2015,6,19,MDW,PHX,-2.0,1444,-13.0
2015,6,19,ATL,MDW,0.0,591,-7.0
2015,6,19,MHT,MDW,-3.0,838,4.0
